Current_State,Action,New_State,Reward,Terminated
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",IDLE,"[69, 149, 58, 44, 60, 149, 62, 44]",-10.0,False
"[68, 149, 57, 43, 58, 149, 61, 43]",UP,"[69, 149, 57, 44, 60, 149, 62, 44]",0.0505,False
"[68, 149, 57, 43, 58, 149, 61, 43]",UP,"[69, 149, 57, 44, 60, 149, 61, 44]",0.1015,False
"[68, 149, 57, 43, 58, 149, 61, 43]",UP,"[69, 149, 57, 44, 60, 149, 61, 44]",0.153,False
"[68, 149, 57, 43, 58, 149, 61, 43]",UP,"[69, 149, 57, 44, 60, 149, 61, 44]",0.20500000000000002,False
"[68, 149, 57, 43, 58, 149, 61, 43]",UP,"[69, 149, 57, 44, 60, 149, 61, 44]",0.2575,False
"[68, 149, 57, 43, 58, 148, 61, 43]",UP,"[69, 149, 57, 44, 59, 148, 61, 44]",0.31050000000000005,False
"[68, 149, 57, 43, 58, 148, 61, 43]",UP,"[69, 149, 57, 44, 59, 148, 61, 44]",0.36400000000000005,False
"[68, 149, 57, 43, 58, 148, 61, 43]",UP,"[69, 149, 57, 44, 59, 148, 61, 44]",0.41800000000000004,False
"[68, 149, 57, 43, 58, 148, 61, 43]",UP,"[69, 149, 57, 44, 59, 148, 61, 44]",0.4725,False
"[68, 149, 57, 43, 58, 148, 61, 43]",UP,"[69, 149, 57, 44, 59, 148, 62, 44]",0.5275,False
"[69, 149, 57, 43, 58, 148, 61, 43]",UP,"[69, 149, 58, 44, 59, 148, 62, 44]",0.583,False
"[69, 149, 57, 43, 58, 148, 61, 43]",UP,"[69, 149, 58, 44, 59, 148, 62, 44]",0.6389999999999999,False
"[66, 148, 56, 43, 58, 148, 61, 43]",UP,"[69, 148, 58, 44, 59, 148, 62, 44]",0.6954999999999999,False
"[66, 149, 56, 43, 58, 148, 61, 43]",UP,"[69, 149, 58, 44, 59, 148, 62, 44]",0.7525,False
"[67, 149, 56, 43, 58, 148, 61, 43]",UP,"[69, 149, 58, 44, 59, 148, 62, 44]",0.81,False
"[67, 149, 56, 43, 58, 148, 61, 43]",UP,"[68, 149, 58, 44, 59, 148, 62, 44]",0.868,False
"[67, 149, 56, 43, 58, 148, 61, 43]",UP,"[68, 149, 58, 44, 59, 148, 62, 44]",0.9265000000000001,False
"[67, 149, 57, 43, 58, 148, 61, 43]",UP,"[68, 149, 58, 44, 59, 148, 62, 44]",0.9855000000000002,False
"[67, 149, 57, 43, 58, 148, 61, 43]",UP,"[68, 149, 58, 44, 60, 148, 62, 44]",1.0450000000000002,False
"[67, 149, 57, 43, 58, 149, 61, 43]",UP,"[68, 149, 57, 44, 60, 149, 62, 44]",1.1050000000000002,False
"[66, 149, 57, 42, 59, 148, 61, 43]",UP,"[67, 149, 58, 43, 60, 148, 62, 44]",1.1655000000000002,False
"[66, 149, 57, 42, 59, 148, 61, 43]",UP,"[67, 149, 58, 43, 60, 148, 62, 44]",1.2265000000000004,False
"[66, 149, 57, 42, 59, 148, 61, 43]",UP,"[67, 149, 58, 43, 60, 148, 62, 44]",1.2880000000000003,False
