1,-100.00,0.01,1.0000,1,0.03
2,-100.00,0.00,1.0000,1,0.00
3,-100.00,0.00,1.0000,1,0.00
4,-100.00,0.00,1.0000,1,0.00
5,-100.00,0.00,1.0000,1,0.00
6,-100.00,0.00,1.0000,1,0.00
7,-100.00,0.00,1.0000,1,0.00
8,-100.00,0.00,1.0000,1,0.00
9,-100.00,0.00,1.0000,1,0.00
10,-100.00,0.01,1.0000,1,0.00
11,-100.00,0.00,1.0000,1,0.01
12,-100.00,0.00,1.0000,1,0.00
13,-100.00,0.01,1.0000,1,0.00
14,-100.00,0.01,1.0000,1,0.00
15,-100.00,0.01,1.0000,1,0.00
16,-100.00,0.01,1.0000,1,0.00
17,-100.00,0.00,1.0000,1,0.00
18,-100.00,0.00,1.0000,1,0.00
19,-100.00,0.00,1.0000,1,0.00
20,-100.00,0.01,1.0000,1,0.00
21,-100.00,0.00,1.0000,1,0.01
22,-100.00,0.01,1.0000,1,0.00
23,-100.00,0.00,1.0000,1,0.00
24,-100.00,0.00,1.0000,1,0.00
25,-100.00,0.00,1.0000,1,0.00
26,-100.00,0.01,1.0000,1,0.00
27,-100.00,0.00,1.0000,1,0.00
28,-100.00,0.00,1.0000,1,0.00
29,-100.00,0.00,1.0000,1,0.00
30,-100.00,0.00,1.0000,1,0.00
31,-100.00,0.00,1.0000,1,0.01
32,-100.00,0.01,0.9950,1,0.09
33,-100.00,0.00,0.9900,1,0.01
34,-100.00,0.00,0.9851,1,0.01
35,-100.00,0.00,0.9801,1,0.01
36,-100.00,0.00,0.9752,1,0.01
37,-100.00,0.00,0.9704,1,0.01
38,-100.00,0.00,0.9655,1,0.01
39,-100.00,0.01,0.9607,1,0.01
40,-100.00,0.00,0.9559,1,0.01
41,-100.00,0.01,0.9511,1,0.02
42,-100.00,0.00,0.9464,1,0.01
43,-100.00,0.00,0.9416,1,0.01
44,-100.00,0.00,0.9369,1,0.01
45,-100.00,0.00,0.9322,1,0.01
46,-100.00,0.00,0.9276,1,0.01
47,-100.00,0.01,0.9229,1,0.01
48,-100.00,0.00,0.9183,1,0.01
49,-100.00,0.01,0.9137,1,0.01
50,-100.00,0.00,0.9092,1,0.01
51,-100.00,0.00,0.9046,1,0.02
52,-100.00,0.01,0.9001,1,0.01
53,-100.00,0.00,0.8956,1,0.01
54,-100.00,0.00,0.8911,1,0.01
55,-100.00,0.00,0.8867,1,0.01
56,-100.00,0.00,0.8822,1,0.01
57,-100.00,0.00,0.8778,1,0.01
58,-100.00,0.00,0.8734,1,0.01
59,-100.00,0.01,0.8691,1,0.01
60,-100.00,0.00,0.8647,1,0.01
61,-100.00,0.01,0.8604,1,0.02
62,-100.00,0.00,0.8561,1,0.01
63,-100.00,0.01,0.8518,1,0.01
64,-100.00,0.00,0.8475,1,0.01
65,-100.00,0.00,0.8433,1,0.01
66,-100.00,0.01,0.8391,1,0.01
67,-100.00,0.00,0.8349,1,0.01
68,-100.00,0.01,0.8307,1,0.01
69,-100.00,0.01,0.8266,1,0.01
70,-100.00,0.00,0.8224,1,0.01
71,-100.00,0.00,0.8183,1,0.03
72,-100.00,0.00,0.8142,1,0.01
73,-100.00,0.00,0.8102,1,0.01
74,-100.00,0.00,0.8061,1,0.01
75,-100.00,0.00,0.8021,1,0.01
76,-100.00,0.00,0.7981,1,0.01
77,-100.00,0.00,0.7941,1,0.01
78,-100.00,0.00,0.7901,1,0.01
79,-100.00,0.00,0.7862,1,0.02
80,-100.00,0.00,0.7822,1,0.01
81,-100.00,0.01,0.7783,1,0.02
82,-100.00,0.01,0.7744,1,0.01
83,-100.00,0.00,0.7705,1,0.01
84,-100.00,0.00,0.7667,1,0.01
85,-100.00,0.00,0.7629,1,0.01
86,-100.00,0.00,0.7590,1,0.01
87,-100.00,0.00,0.7553,1,0.01
88,-100.00,0.00,0.7515,1,0.01
89,-100.00,0.00,0.7477,1,0.01
90,-100.00,0.00,0.7440,1,0.01
91,-100.00,0.00,0.7403,1,0.03
92,-100.00,0.00,0.7366,1,0.01
93,-100.00,0.00,0.7329,1,0.01
94,-100.00,0.00,0.7292,1,0.01
95,-100.00,0.00,0.7256,1,0.01
96,-100.00,0.00,0.7219,1,0.01
97,-100.00,0.00,0.7183,1,0.01
98,-100.00,0.00,0.7147,1,0.01
99,-100.00,0.00,0.7112,1,0.01
100,-100.00,0.00,0.7076,1,0.01
101,-100.00,0.00,0.7041,1,0.02
102,-100.00,0.01,0.7005,1,0.01
103,-100.00,0.00,0.6970,1,0.01
104,-100.00,0.00,0.6936,1,0.01
105,-100.00,0.00,0.6901,1,0.07
106,-100.00,0.00,0.6866,1,0.05
107,-100.00,0.00,0.6832,1,0.04
108,-100.00,0.00,0.6798,1,0.01
109,-100.00,0.00,0.6764,1,0.01
110,-100.00,0.00,0.6730,1,0.01
111,-100.00,0.00,0.6696,1,0.02
112,-100.00,0.00,0.6663,1,0.02
113,-100.00,0.00,0.6630,1,0.01
114,-100.00,0.00,0.6597,1,0.02
115,-100.00,0.00,0.6564,1,0.02
116,-100.00,0.01,0.6531,1,0.01
117,-100.00,0.01,0.6498,1,0.01
118,-100.00,0.00,0.6466,1,0.01
119,-100.00,0.00,0.6433,1,0.01
120,-100.00,0.00,0.6401,1,0.02
121,-100.00,0.00,0.6369,1,0.02
122,-100.00,0.00,0.6337,1,0.01
123,-100.00,0.00,0.6306,1,0.01
124,-100.00,0.00,0.6274,1,0.01
125,-100.00,0.01,0.6243,1,0.01
126,-100.00,0.00,0.6211,1,0.01
127,-100.00,0.01,0.6180,1,0.01
128,-100.00,0.00,0.6149,1,0.01
129,-100.00,0.00,0.6119,1,0.01
130,-100.00,0.00,0.6088,1,0.01
131,-100.00,0.01,0.6058,1,0.02
132,-100.00,0.00,0.6027,1,0.01
133,-100.00,0.00,0.5997,1,0.01
134,-100.00,0.00,0.5967,1,0.01
135,-100.00,0.00,0.5937,1,0.01
136,-100.00,0.00,0.5908,1,0.01
137,-100.00,0.01,0.5878,1,0.01
138,-100.00,0.00,0.5849,1,0.01
139,-100.00,0.00,0.5820,1,0.01
140,-100.00,0.01,0.5790,1,0.01
141,-100.00,0.00,0.5762,1,0.02
142,-100.00,0.00,0.5733,1,0.01
143,-100.00,0.00,0.5704,1,0.01
144,-100.00,0.00,0.5676,1,0.01
145,-100.00,0.00,0.5647,1,0.01
146,-100.00,0.00,0.5619,1,0.01
147,-100.00,0.01,0.5591,1,0.02
148,-100.00,0.01,0.5563,1,0.01
149,-100.00,0.01,0.5535,1,0.01
150,-100.00,0.01,0.5507,1,0.02
151,-100.00,0.00,0.5480,1,0.03
152,-100.00,0.00,0.5452,1,0.01
153,-100.00,0.01,0.5425,1,0.02
154,-100.00,0.01,0.5398,1,0.02
155,-100.00,0.00,0.5371,1,0.02
156,-100.00,0.00,0.5344,1,0.02
157,-100.00,0.00,0.5318,1,0.01
158,-100.00,0.00,0.5291,1,0.02
159,-100.00,0.00,0.5264,1,0.02
160,-100.00,0.00,0.5238,1,0.02
161,-100.00,0.01,0.5212,1,0.03
162,-100.00,0.00,0.5186,1,0.01
163,-100.00,0.00,0.5160,1,0.01
164,-100.00,0.00,0.5134,1,0.02
165,-100.00,0.00,0.5108,1,0.02
166,-100.00,0.00,0.5083,1,0.02
167,-100.00,0.00,0.5058,1,0.02
168,-100.00,0.00,0.5032,1,0.01
169,-100.00,0.00,0.5007,1,0.01
170,-100.00,0.00,0.4982,1,0.01
171,-100.00,0.01,0.4957,1,0.03
172,-100.00,0.00,0.4932,1,0.01
173,-100.00,0.00,0.4908,1,0.02
174,-100.00,0.00,0.4883,1,0.02
175,-100.00,0.00,0.4859,1,0.02
176,-100.00,0.00,0.4834,1,0.01
177,-100.00,0.00,0.4810,1,0.01
178,-100.00,0.00,0.4786,1,0.01
179,-100.00,0.00,0.4762,1,0.01
180,-100.00,0.00,0.4738,1,0.01
181,-100.00,0.00,0.4715,1,0.03
182,-100.00,0.01,0.4691,1,0.01
183,-100.00,0.00,0.4668,1,0.02
184,-100.00,0.00,0.4644,1,0.02
185,-100.00,0.00,0.4621,1,0.02
186,-100.00,0.00,0.4598,1,0.01
187,-100.00,0.00,0.4575,1,0.01
188,-100.00,0.00,0.4552,1,0.01
189,-100.00,0.01,0.4529,1,0.01
190,-100.00,0.00,0.4507,1,0.01
191,-100.00,0.00,0.4484,1,0.03
192,-100.00,0.00,0.4462,1,0.01
193,-100.00,0.00,0.4440,1,0.02
194,-100.00,0.00,0.4417,1,0.02
195,-100.00,0.00,0.4395,1,0.02
196,-100.00,0.00,0.4373,1,0.02
197,-100.00,0.00,0.4351,1,0.02
198,-100.00,0.00,0.4330,1,0.02
199,-100.00,0.00,0.4308,1,0.03
200,-100.00,0.00,0.4286,1,0.02
201,-100.00,0.01,0.4265,1,0.03
202,-100.00,0.00,0.4244,1,0.01
203,-100.00,0.00,0.4223,1,0.03
204,-100.00,0.00,0.4201,1,0.02
205,-100.00,0.01,0.4180,1,0.02
206,-100.00,0.00,0.4159,1,0.02
207,-100.00,0.00,0.4139,1,0.02
208,-100.00,0.00,0.4118,1,0.02
209,-100.00,0.01,0.4097,1,0.02
210,-100.00,0.00,0.4077,1,0.01
211,-100.00,0.00,0.4057,1,0.03
212,-100.00,0.00,0.4036,1,0.02
213,-100.00,0.01,0.4016,1,0.02
214,-100.00,0.01,0.3996,1,0.01
215,-100.00,0.01,0.3976,1,0.02
216,-100.00,0.00,0.3956,1,0.01
217,-100.00,0.00,0.3936,1,0.01
218,-100.00,0.00,0.3917,1,0.02
219,-100.00,0.00,0.3897,1,0.01
220,-100.00,0.00,0.3878,1,0.02
221,-100.00,0.00,0.3858,1,0.03
222,-100.00,0.00,0.3839,1,0.01
223,-100.00,0.00,0.3820,1,0.01
224,-100.00,0.00,0.3801,1,0.01
225,-100.00,0.00,0.3782,1,0.01
226,-100.00,0.00,0.3763,1,0.01
227,-100.00,0.01,0.3744,1,0.01
228,-100.00,0.00,0.3725,1,0.01
229,-100.00,0.00,0.3707,1,0.02
230,-100.00,0.00,0.3688,1,0.01
231,-100.00,0.00,0.3670,1,0.03
232,-100.00,0.00,0.3651,1,0.01
233,-100.00,0.00,0.3633,1,0.01
234,-100.00,0.00,0.3615,1,0.02
235,-100.00,0.00,0.3597,1,0.01
236,-100.00,0.01,0.3579,1,0.01
237,-100.00,0.00,0.3561,1,0.01
238,-100.00,0.01,0.3543,1,0.02
239,-100.00,0.00,0.3525,1,0.02
240,-100.00,0.00,0.3508,1,0.02
241,-100.00,0.00,0.3490,1,0.03
242,-100.00,0.00,0.3473,1,0.02
243,-100.00,0.00,0.3455,1,0.01
244,-100.00,0.00,0.3438,1,0.01
245,-100.00,0.00,0.3421,1,0.01
246,-100.00,0.00,0.3404,1,0.02
247,-100.00,0.01,0.3387,1,0.01
248,-100.00,0.00,0.3370,1,0.01
249,-100.00,0.00,0.3353,1,0.01
250,-100.00,0.01,0.3336,1,0.01
251,-100.00,0.01,0.3320,1,0.02
252,-100.00,0.00,0.3303,1,0.01
253,-100.00,0.01,0.3286,1,0.01
254,-100.00,0.00,0.3270,1,0.01
255,-100.00,0.00,0.3254,1,0.02
256,-100.00,0.00,0.3237,1,0.02
257,-100.00,0.00,0.3221,1,0.01
258,-100.00,0.00,0.3205,1,0.01
259,-100.00,0.00,0.3189,1,0.01
260,-100.00,0.00,0.3173,1,0.01
261,-100.00,0.00,0.3157,1,0.02
262,-100.00,0.00,0.3141,1,0.01
263,-100.00,0.01,0.3126,1,0.01
264,-100.00,0.00,0.3110,1,0.01
265,-100.00,0.00,0.3095,1,0.02
266,-100.00,0.00,0.3079,1,0.02
267,-100.00,0.00,0.3064,1,0.01
268,-100.00,0.00,0.3048,1,0.01
269,-100.00,0.00,0.3033,1,0.01
270,-100.00,0.00,0.3018,1,0.01
271,-100.00,0.00,0.3003,1,0.03
272,-100.00,0.00,0.2988,1,0.01
273,-100.00,0.00,0.2973,1,0.01
274,-100.00,0.00,0.2958,1,0.01
275,-100.00,0.00,0.2943,1,0.01
276,-100.00,0.00,0.2929,1,0.01
277,-100.00,0.00,0.2914,1,0.01
278,-100.00,0.00,0.2899,1,0.01
279,-100.00,0.01,0.2885,1,0.01
280,-100.00,0.00,0.2870,1,0.01
281,-100.00,0.00,0.2856,1,0.03
282,-100.00,0.00,0.2842,1,0.01
283,-100.00,0.00,0.2828,1,0.02
284,-100.00,0.00,0.2813,1,0.01
285,-100.00,0.00,0.2799,1,0.02
286,-100.00,0.00,0.2785,1,0.01
287,-100.00,0.00,0.2771,1,0.01
288,-100.00,0.00,0.2758,1,0.01
289,-100.00,0.00,0.2744,1,0.02
290,-100.00,0.00,0.2730,1,0.01
291,-100.00,0.00,0.2716,1,0.03
292,-100.00,0.00,0.2703,1,0.01
293,-100.00,0.00,0.2689,1,0.01
294,-100.00,0.00,0.2676,1,0.01
295,-100.00,0.00,0.2663,1,0.01
296,-100.00,0.00,0.2649,1,0.01
297,-100.00,0.00,0.2636,1,0.01
298,-100.00,0.00,0.2623,1,0.01
299,-100.00,0.00,0.2610,1,0.01
300,-100.00,0.00,0.2597,1,0.01
301,-100.00,0.00,0.2584,1,0.03
302,-100.00,0.00,0.2571,1,0.02
303,-100.00,0.00,0.2558,1,0.08
304,-100.00,0.01,0.2545,1,0.02
305,-100.00,0.01,0.2532,1,0.03
306,-100.00,0.01,0.2520,1,0.02
307,-100.00,0.01,0.2507,1,0.01
308,-100.00,0.01,0.2495,1,0.01
309,-100.00,0.00,0.2482,1,0.01
310,-100.00,0.00,0.2470,1,0.01
311,-100.00,0.00,0.2457,1,0.02
312,-100.00,0.00,0.2445,1,0.01
313,-100.00,0.00,0.2433,1,0.01
314,-100.00,0.00,0.2421,1,0.01
315,-100.00,0.01,0.2409,1,0.01
316,-100.00,0.01,0.2397,1,0.01
317,-100.00,0.01,0.2385,1,0.01
318,-100.00,0.00,0.2373,1,0.02
319,-100.00,0.00,0.2361,1,0.01
320,-100.00,0.00,0.2349,1,0.01
321,-100.00,0.01,0.2337,1,0.03
322,-100.00,0.00,0.2326,1,0.01
323,-100.00,0.00,0.2314,1,0.01
324,-100.00,0.00,0.2302,1,0.01
325,-100.00,0.00,0.2291,1,0.01
326,-100.00,0.01,0.2279,1,0.01
327,-100.00,0.00,0.2268,1,0.01
328,-100.00,0.00,0.2257,1,0.01
329,-100.00,0.00,0.2245,1,0.01
330,-100.00,0.00,0.2234,1,0.01
331,-100.00,0.00,0.2223,1,0.03
332,-100.00,0.00,0.2212,1,0.01
333,-100.00,0.00,0.2201,1,0.01
334,-100.00,0.00,0.2190,1,0.01
335,-100.00,0.01,0.2179,1,0.01
336,-100.00,0.00,0.2168,1,0.01
337,-100.00,0.01,0.2157,1,0.01
338,-100.00,0.00,0.2146,1,0.01
339,-100.00,0.00,0.2136,1,0.02
340,-100.00,0.00,0.2125,1,0.01
341,-100.00,0.00,0.2114,1,0.03
342,-100.00,0.00,0.2104,1,0.01
343,-100.00,0.00,0.2093,1,0.01
344,-100.00,0.01,0.2083,1,0.01
345,-100.00,0.01,0.2072,1,0.01
346,-100.00,0.01,0.2062,1,0.02
347,-100.00,0.01,0.2052,1,0.01
348,-100.00,0.01,0.2041,1,0.01
